Review text,Ratings,sentiment,clean_review
flipkart sells old product.READ MORE,1,0,flipkart sell old productread
Original product. Received in time and was packed well.READ MORE,5,1,original product received time packed wellread
very GoodREAD MORE,4,1,goodread
gd quality very nycREAD MORE,5,1,gd quality nycread
GoodREAD MORE,5,1,goodread
goodREAD MORE,5,1,goodread
It's a original product.READ MORE,5,1,original productread
nice productREAD MORE,5,1,nice productread
nice productsREAD MORE,5,1,nice productsread
SuperbREAD MORE,5,1,superbread
Very good productREAD MORE,5,1,good productread
Good QualityREAD MORE,4,1,good qualityread
very bad quality got broken in just 2 days don't buy it at allREAD MORE,1,0,bad quality got broken day dont buy allread
nice qualityREAD MORE,5,1,nice qualityread
SatisfiedREAD MORE,4,1,satisfiedread
Guinine productREAD MORE,4,1,guinine productread
Best shuttle to play withREAD MORE,5,1,best shuttle play withread
it's very niceREAD MORE,4,1,niceread
best shuttle..Mavis 350 I like that..READ MORE,5,1,best shuttlemavis like thatread
GoodREAD MORE,5,1,goodread
AverageREAD MORE,3,0,averageread
"I am using this shuttle for my everyday practice.This shuttle is of better quality in comparison to Mavis 200 which costs less than this.Each shuttle lasts for 4-5 days as our daily practice consists of 10 games along with smash shots.So this shuttle suits our requirement for everyday practice.The yellow shuttle has a better visibility than the white one.The colour band at the base of shuttle represents the speed of the shuttle i.e green band is for slow speed,blue band is for medium speed an...READ MORE",5,1,using shuttle everyday practicethis shuttle better quality comparison mavis cost less thiseach shuttle last day daily practice consists game along smash shotsso shuttle suit requirement everyday practicethe yellow shuttle better visibility white onethe colour band base shuttle represents speed shuttle ie green band slow speedblue band medium speed anread
okREAD MORE,3,0,okread
Best price than shopREAD MORE,5,1,best price shopread
niceREAD MORE,5,1,niceread
goodREAD MORE,5,1,goodread
one among 6 shuttle was found used. such cheat is not expected from flipkart.READ MORE,1,0,one among shuttle found used cheat expected flipkartread
go for itREAD MORE,5,1,go itread
so goodREAD MORE,5,1,goodread
Its the original yonex mavis 350. got product manufactured in August 2018READ MORE,5,1,original yonex mavis got product manufactured august read
okREAD MORE,4,1,okread
Not badREAD MORE,4,1,badread
Very good productREAD MORE,5,1,good productread
"Durability is not as expected, 5 games later it worn outREAD MORE",3,0,durability expected game later worn outread
"Broke 2 shuttle in just 30min of playing. I think we got a duplicate one, but on website of Yonex it shows that the product is genuine.READ MORE",2,0,broke shuttle min playing think got duplicate one website yonex show product genuineread
it is a good product and it is very lightREAD MORE,4,1,good product lightread
very bedREAD MORE,1,0,bedread
slow shuttlesREAD MORE,2,0,slow shuttlesread
awesomeREAD MORE,5,1,awesomeread
Good quality..and nycREAD MORE,5,1,good qualityand nycread
goodREAD MORE,5,1,goodread
Good qualityREAD MORE,5,1,good qualityread
shuttles broke only after a short usage...READ MORE,1,0,shuttle broke short usageread
#Very Nice productREAD MORE,5,1,nice productread
Very badShuttle doesn't lasts an hourREAD MORE,5,1,badshuttle doesnt last hourread
goodREAD MORE,5,1,goodread
super productREAD MORE,5,1,super productread
very good productREAD MORE,5,1,good productread
very goodREAD MORE,5,1,goodread
the item is in good condition and the delivery was faster than they toldREAD MORE,5,1,item good condition delivery faster toldread
quality is very badREAD MORE,5,1,quality badread
very goodREAD MORE,5,1,goodread
not a good product itREAD MORE,1,0,good product itread
best products and delivery time is also less consumedREAD MORE,4,1,best product delivery time also less consumedread
GoodREAD MORE,5,1,goodread
Reasonable price and good quality.READ MORE,4,1,reasonable price good qualityread
Good for outdoor playing.Not for indoor courts.READ MORE,5,1,good outdoor playingnot indoor courtsread
nceREAD MORE,5,1,nceread
adorble shuttleREAD MORE,4,1,adorble shuttleread
Good as usualREAD MORE,4,1,good usualread
RamREAD MORE,4,1,ramread
opened box was deliveredREAD MORE,1,0,opened box deliveredread
Always i bought this.  Product is good.  No wastage in the pack.READ MORE,5,1,always bought product good wastage packread
very bad product cash returnREAD MORE,1,0,bad product cash returnread
Nice product superREAD MORE,5,1,nice product superread
NiceREAD MORE,4,1,niceread
good in qualityREAD MORE,4,1,good qualityread
RecommendedREAD MORE,4,1,recommendedread
niceREAD MORE,5,1,niceread
authentic and long lasting shuttlesREAD MORE,5,1,authentic long lasting shuttlesread
Good quality shuttle I recommended thisREAD MORE,4,1,good quality shuttle recommended thisread
Genuine ProductREAD MORE,5,1,genuine productread
timely delivered .Good serviceREAD MORE,5,1,timely delivered good serviceread
greatREAD MORE,5,1,greatread
Good qualityREAD MORE,3,0,good qualityread
genuine productREAD MORE,5,1,genuine productread
good for playing in indoor stadiumsREAD MORE,5,1,good playing indoor stadiumsread
niceREAD MORE,5,1,niceread
beautifulREAD MORE,5,1,beautifulread
Could have been slightly better but at 650 it's value for moneyREAD MORE,4,1,could slightly better value moneyread
GoodREAD MORE,4,1,goodread
good but pin holes observed whole shuttlesREAD MORE,4,1,good pin hole observed whole shuttlesread
Very satisfiedREAD MORE,5,1,satisfiedread
this time delivered products very poor condition one suttelcock only 3 match maximumREAD MORE,5,1,time delivered product poor condition one suttelcock match maximumread
goodREAD MORE,5,1,goodread
"Durable, well balanced, good for indor game. Thanks yonex and flipkart for timebeing delivary.....READ MORE",5,1,durable well balanced good indor game thanks yonex flipkart timebeing delivaryread
"bad material. shuttle don't last for long. certainly its a fake yonex Mavis 350 which the Flipkart is selling. I suggest not to buy it, specially by this seller.READ MORE",1,0,bad material shuttle dont last long certainly fake yonex mavis flipkart selling suggest buy specially sellerread
Good & acceptable product. Dilivery is also goodREAD MORE,4,1,good acceptable product dilivery also goodread
SuperREAD MORE,5,1,superread
AwesomeREAD MORE,4,1,awesomeread
very nice shuttles with good flightREAD MORE,5,1,nice shuttle good flightread
best shuttle cork by yonex genuine productREAD MORE,5,1,best shuttle cork yonex genuine productread
nice productREAD MORE,5,1,nice productread
very goodREAD MORE,5,1,goodread
1shuttle lasted for 5 days playing each hour a day it should have been more durable but better than the Mavis 200i which lasted for 2 days only .READ MORE,3,0,shuttle lasted day playing hour day durable better mavis lasted day read
goodREAD MORE,3,0,goodread
Excellent quality........READ MORE,5,1,excellent qualityread
Worst Shuttles.The shuttles doesn't lasts long.READ MORE,1,0,worst shuttlesthe shuttle doesnt last longread
best qualityREAD MORE,5,1,best qualityread
NiceREAD MORE,5,1,niceread
nice quantityREAD MORE,5,1,nice quantityread
Less rating is only for the delivery. The box was crushed on delivery.luckily none of the shuttles were damaged.Shuttles are good with decent performance. We usually will play for 6 to 10 hrs with each shuttle before they tend to wear and tear.would rate them 4/5.READ MORE,3,0,less rating delivery box crushed deliveryluckily none shuttle damagedshuttles good decent performance usually play hr shuttle tend wear tearwould rate read
The most important thing is the packing and that was good .2nd all corks are in good condition.READ MORE,5,1,important thing packing good nd cork good conditionread
best dealREAD MORE,5,1,best dealread
The shuttles were rotating not good.....might be I received faulty boxREAD MORE,2,0,shuttle rotating goodmight received faulty boxread
varry good productREAD MORE,4,1,varry good productread
Good qualityREAD MORE,5,1,good qualityread
Damm GoodREAD MORE,4,1,damm goodread
great deal .  got it for 622 .. thanks FlipkartREAD MORE,5,1,great deal got thanks flipkartread
good qualityREAD MORE,5,1,good qualityread
good product Mavis 350 ossm yonex MavisREAD MORE,5,1,good product mavis ossm yonex mavisread
This product is very good.READ MORE,4,1,product goodread
super qualityREAD MORE,5,1,super qualityread
the shuttle we're original but they were very old and break very easilyREAD MORE,1,0,shuttle original old break easilyread
genuineREAD MORE,5,1,genuineread
nice productREAD MORE,5,1,nice productread
GoodREAD MORE,5,1,goodread
good productREAD MORE,5,1,good productread
GoodLong lastingJust love it 👌READ MORE,5,1,goodlong lastingjust love read
Best ever.READ MORE,5,1,best everread
"Delivery in time , Good quality shuttle..READ MORE",5,1,delivery time good quality shuttleread
Good.READ MORE,5,1,goodread
worth to buyREAD MORE,5,1,worth buyread
quality is bad. Got damaged after playing 2-3 matchesREAD MORE,1,0,quality bad got damaged playing matchesread
good itemREAD MORE,4,1,good itemread
NiceREAD MORE,5,1,niceread
GoodREAD MORE,4,1,goodread
gud oneREAD MORE,3,0,gud oneread
good productREAD MORE,5,1,good productread
original and best ..READ MORE,5,1,original best read
Yes it's good shuttle at such a lowest priceREAD MORE,5,1,yes good shuttle lowest priceread
Reasonable price and best performance. Please reduce the price if possible.READ MORE,5,1,reasonable price best performance please reduce price possibleread
super...READ MORE,5,1,superread
the parcel was good then before and it was quick as the time givenREAD MORE,5,1,parcel good quick time givenread
niceREAD MORE,4,1,niceread
good n genuine productREAD MORE,4,1,good n genuine productread
GoodREAD MORE,5,1,goodread
nice product...... Thankyou.READ MORE,5,1,nice product thankyouread
niceREAD MORE,5,1,niceread
superREAD MORE,5,1,superread
really good product....READ MORE,5,1,really good productread
it's a genuine products.rest it's Yonex..doesn't need a reviewREAD MORE,5,1,genuine productsrest yonexdoesnt need reviewread
Little bit not lasting as expected.READ MORE,5,1,little bit lasting expectedread
"good quality..... but green one is the slow one (singles), if u wanted a medium fast shuttle go for blue tappedREAD MORE",5,1,good quality green one slow one single u wanted medium fast shuttle go blue tappedread
excellentREAD MORE,5,1,excellentread
it is nice so muchREAD MORE,5,1,nice muchread
Worst product. The shuttle doesnt work even for 10matchesREAD MORE,1,0,worst product shuttle doesnt work even matchesread
Poor qualityREAD MORE,1,0,poor qualityread
awesome productREAD MORE,5,1,awesome productread
goodREAD MORE,5,1,goodread
goodREAD MORE,3,0,goodread
Very bad corckREAD MORE,1,0,bad corckread
Genuine productREAD MORE,5,1,genuine productread
Not badREAD MORE,2,0,badread
"Good, expecting at low price.READ MORE",5,1,good expecting low priceread
goodREAD MORE,5,1,goodread
it's goodREAD MORE,5,1,goodread
goodREAD MORE,3,0,goodread
excellentREAD MORE,5,1,excellentread
good qualityREAD MORE,5,1,good qualityread
Excellent serviceREAD MORE,5,1,excellent serviceread
nice. shuttleREAD MORE,5,1,nice shuttleread
Great product. Love itREAD MORE,4,1,great product love itread
not much qualityREAD MORE,4,1,much qualityread
superREAD MORE,5,1,superread
it's good...READ MORE,3,0,goodread
Good productREAD MORE,5,1,good productread
best shuttle for all beginer as well as for expertREAD MORE,4,1,best shuttle beginer well expertread
fast delivery niceREAD MORE,5,1,fast delivery niceread
superb qualityREAD MORE,5,1,superb qualityread
nice product.. i brought for ₹709 good one for this prizeREAD MORE,5,1,nice product brought good one prizeread
stop scrolling. Buy the product. quality is good. Remember we are not international players to look 💯 results.READ MORE,4,1,stop scrolling buy product quality good remember international player look resultsread
nice brandREAD MORE,5,1,nice brandread
Nice ProductREAD MORE,5,1,nice productread
bad productREAD MORE,3,0,bad productread
Worst item doublecat send me pls avoid thisREAD MORE,2,0,worst item doublecat send pls avoid thisread
Best as alwaysREAD MORE,5,1,best alwaysread
product is not genuine....it's slow compare to other Mavis 350.READ MORE,2,0,product genuineits slow compare mavis read
Delivery is too much fast.. I lke it..READ MORE,4,1,delivery much fast lke itread
I paid full so deserve to get in time and sound conditions.. nothing to appreciate about it.. however Thanks.READ MORE,5,1,paid full deserve get time sound condition nothing appreciate however thanksread
Nice productREAD MORE,4,1,nice productread
product was properly packed & delivered.READ MORE,5,1,product properly packed deliveredread
Quality of shuttles are not goodREAD MORE,1,0,quality shuttle goodread
Have received a genuine product; made in japan.READ MORE,5,1,received genuine product made japanread
one shuttle used to last for 25 hours regular . double match. i would suggest i could be little cheaper.READ MORE,4,1,one shuttle used last hour regular double match would suggest could little cheaperread
Waste do not buyREAD MORE,1,0,waste buyread
original and genuine product. thanks flipkartREAD MORE,5,1,original genuine product thanks flipkartread
niceREAD MORE,3,0,niceread
goodREAD MORE,4,1,goodread
All shuttle are damagedREAD MORE,1,0,shuttle damagedread
Not workableREAD MORE,1,0,workableread
"good price,READ MORE",5,1,good priceread
Worst shuttle 200i z better dn diz 350iREAD MORE,1,0,worst shuttle z better dn diz iread
not played yet but seems goodREAD MORE,4,1,played yet seems goodread
good one.READ MORE,5,1,good oneread
its not quality item as compare other websites in same costREAD MORE,1,0,quality item compare website costread
bast..READ MORE,5,1,bastread
"I don't thing the shuttle were genuine. Of the 6 shuttles, 4 of them did not last a single game. That's unlikely if they were genuine Yonex shuttles. Very dissatisfied.READ MORE",1,0,dont thing shuttle genuine shuttle last single game thats unlikely genuine yonex shuttle dissatisfiedread
good oneREAD MORE,5,1,good oneread
this is not yonex original product.... compare with original one the weight is little bit high....READ MORE,4,1,yonex original product compare original one weight little bit highread
Value for money. Nice product.READ MORE,4,1,value money nice productread
NiceREAD MORE,5,1,niceread
goodREAD MORE,5,1,goodread
good shuttlesREAD MORE,5,1,good shuttlesread
vry goodREAD MORE,5,1,vry goodread
very good productREAD MORE,5,1,good productread
Not very good as I acceptedREAD MORE,3,0,good acceptedread
Given 8 months back manufacturing date product. I have experienced that Flipkart services not good.READ MORE,1,0,given month back manufacturing date product experienced flipkart service goodread
Poor QualityREAD MORE,1,0,poor qualityread
just noREAD MORE,2,0,noread
awesome thanks for the quick deliveryREAD MORE,5,1,awesome thanks quick deliveryread
very good qualityREAD MORE,5,1,good qualityread
SuperREAD MORE,5,1,superread
good and original product.READ MORE,1,0,good original productread
bestREAD MORE,5,1,bestread
genuine  product and nice quality. good for the intermediatesREAD MORE,5,1,genuine product nice quality good intermediatesread
"it seemed it was old stock. shuttle wooden base was damaged (presence of piercing many holes on shuttle base). it is advised to check shuttles physically on nearest shop & then purchase, although it may cost few bucks more but u will b satiesfied 4 a gud purchase.READ MORE",2,0,seemed old stock shuttle wooden base damaged presence piercing many hole shuttle base advised check shuttle physically nearest shop purchase although may cost buck u b satiesfied gud purchaseread
fastest dievery in 9 hoursREAD MORE,5,1,fastest dievery hoursread
very good packaging and super fast delivery. thanksREAD MORE,4,1,good packaging super fast delivery thanksread
perfect oneREAD MORE,5,1,perfect oneread
nice oneREAD MORE,4,1,nice oneread
nice corkREAD MORE,5,1,nice corkread
good niceREAD MORE,5,1,good niceread
very goodREAD MORE,5,1,goodread
Not goodREAD MORE,1,0,goodread
it is goodREAD MORE,5,1,goodread
not that badREAD MORE,3,0,badread
this product is too uselessREAD MORE,5,1,product uselessread
goodREAD MORE,4,1,goodread
nice productREAD MORE,5,1,nice productread
awesome & delivered early too thanks for that... and ya the same product we bought from market is 170 per shuttle.... which is too high for the same product... I must say go for itREAD MORE,5,1,awesome delivered early thanks ya product bought market per shuttle high product must say go itread
good qualityREAD MORE,5,1,good qualityread
goodREAD MORE,5,1,goodread
Very Good Shuttle.READ MORE,5,1,good shuttleread
one one  shuttle is ok. and others are new but not playable because of viberent in air.READ MORE,1,0,one one shuttle ok others new playable viberent airread
I am happyREAD MORE,5,1,happyread
superREAD MORE,4,1,superread
Very bad product it is too light weight to play i think its not the actual yonex 350READ MORE,1,0,bad product light weight play think actual yonex read
Good OneREAD MORE,5,1,good oneread
good quality product.READ MORE,5,1,good quality productread
on time delivery and fast alsoREAD MORE,5,1,time delivery fast alsoread
Sorry for negetv revw... this is a genuine oneREAD MORE,4,1,sorry negetv revw genuine oneread
Nice oneREAD MORE,4,1,nice oneread
This shuttle is not good for professional or intermediate player'sREAD MORE,2,0,shuttle good professional intermediate playersread
saved minimum 150 rupees compared to least available price and product is original thank you FlipkartREAD MORE,5,1,saved minimum rupee compared least available price product original thank flipkartread
goodREAD MORE,3,0,goodread
super good gualityREAD MORE,5,1,super good gualityread
nice shuttle.... long lastREAD MORE,5,1,nice shuttle long lastread
WonderfulREAD MORE,5,1,wonderfulread
These are very bad shuttles. I think they have given local product do not buy this product from flipkart I am not happyREAD MORE,1,0,bad shuttle think given local product buy product flipkart happyread
this time is better but the last time was not satisfied.READ MORE,3,0,time better last time satisfiedread
Quality is not upto the markREAD MORE,3,0,quality upto markread
it is very nice product❤❤❤READ MORE,5,1,nice productread
"Nice products, beautiful...READ MORE",5,1,nice product beautifulread
The box almost lost its shape when it got delivered to me.READ MORE,3,0,box almost lost shape got delivered meread
GoodREAD MORE,5,1,goodread
On each barrel one of the shuttle is defect one.READ MORE,3,0,barrel one shuttle defect oneread
very goodREAD MORE,5,1,goodread
the shuttles are awesomeREAD MORE,4,1,shuttle awesomeread
goodREAD MORE,5,1,goodread
it's  very reasonable priceREAD MORE,5,1,reasonable priceread
Original products. Quality exalentREAD MORE,5,1,original product quality exalentread
good for good priceREAD MORE,5,1,good good priceread
it is not much durableREAD MORE,3,0,much durableread
Nice productREAD MORE,5,1,nice productread
fast delivery.thanksREAD MORE,5,1,fast deliverythanksread
it's orignal and very good qualityREAD MORE,5,1,orignal good qualityread
corks container not in s good shapeREAD MORE,3,0,cork container good shaperead
Service is good.READ MORE,5,1,service goodread
nice productREAD MORE,5,1,nice productread
"good product..... Box quality not good, And packing quality must need improvedREAD MORE",4,1,good product box quality good packing quality must need improvedread
good original product but it's price doesn't dip even on salesREAD MORE,5,1,good original product price doesnt dip even salesread
very goodREAD MORE,5,1,goodread
High quality stuffREAD MORE,4,1,high quality stuffread
excellentREAD MORE,5,1,excellentread
superREAD MORE,5,1,superread
Aswome performanceREAD MORE,5,1,aswome performanceread
"a super fast delivery,,, of course a good packingREAD MORE",5,1,super fast delivery course good packingread
Very good product.. Thanks flipkart..READ MORE,5,1,good product thanks flipkartread
the product is excellentREAD MORE,5,1,product excellentread
overall bestREAD MORE,5,1,overall bestread
Shuttle box came in perfect condition and shuttles are good and wellREAD MORE,5,1,shuttle box came perfect condition shuttle good wellread
qwality poorREAD MORE,1,0,qwality poorread
super goodREAD MORE,4,1,super goodread
goodREAD MORE,5,1,goodread
niceREAD MORE,4,1,niceread
Worth for your moneyREAD MORE,5,1,worth moneyread
goodREAD MORE,5,1,goodread
Very good productREAD MORE,3,0,good productread
"packaging is poor, box one side has been crushed. shuttles are in good shape and qualityREAD MORE",4,1,packaging poor box one side crushed shuttle good shape qualityread
"Nice product, and timely delivery. Good job.READ MORE",5,1,nice product timely delivery good jobread
poor quality deliveresREAD MORE,1,0,poor quality deliveresread
worst shuttle ever receivedREAD MORE,1,0,worst shuttle ever receivedread
Good prodectREAD MORE,4,1,good prodectread
superREAD MORE,5,1,superread
good productREAD MORE,4,1,good productread
Very good productREAD MORE,5,1,good productread
AwesomeREAD MORE,4,1,awesomeread
Original product..READ MORE,5,1,original productread
Good qualityREAD MORE,4,1,good qualityread
shuttle has a very good balance but very costlyREAD MORE,5,1,shuttle good balance costlyread
nice!  no damaged shuttle. very happy.READ MORE,5,1,nice damaged shuttle happyread
every time packing is very good but this time it's very poor.except that everything is fine.READ MORE,4,1,every time packing good time poorexcept everything fineread
"Perfect shuttle, having great flightREAD MORE",4,1,perfect shuttle great flightread
it's good but costlyREAD MORE,3,0,good costlyread
Genuine yonex productREAD MORE,5,1,genuine yonex productread
not value for moneyREAD MORE,2,0,value moneyread
GoodREAD MORE,5,1,goodread
Very slowREAD MORE,4,1,slowread
Good Responce & fast DeliveryREAD MORE,4,1,good responce fast deliveryread
old stockREAD MORE,1,0,old stockread
GoodREAD MORE,5,1,goodread
good productREAD MORE,5,1,good productread
niceREAD MORE,5,1,niceread
This shuttle is a long lasting one. Authentic productREAD MORE,5,1,shuttle long lasting one authentic productread
This is worst product.Dont waste our moneyREAD MORE,1,0,worst productdont waste moneyread
not at all lasted for 1 day.waste product.they just changed manufacturing sticker and sold it.reviewing after a week.The worstREAD MORE,1,0,lasted daywaste productthey changed manufacturing sticker sold itreviewing weekthe worstread
GoodREAD MORE,5,1,goodread
best in class for indoor this is bestREAD MORE,5,1,best class indoor bestread
value for money...READ MORE,4,1,value moneyread
It's as good as expected.READ MORE,4,1,good expectedread
Nice productREAD MORE,4,1,nice productread
Good oneREAD MORE,4,1,good oneread
it is not good as previous 1 damaged I gotREAD MORE,5,1,good previous damaged gotread
v goodREAD MORE,2,0,v goodread
niceREAD MORE,5,1,niceread
NiceREAD MORE,5,1,niceread
"writing this review after using a couple of shuttle's.these are not original. yes I repeat they are not original. starting from the box, it's cheap replica, you can tell that by looking at the plastic lid. Shuttle won't last for more than 2 games. Flipkart/Vendor is cheating customers.READ MORE",1,0,writing review using couple shuttlesthese original yes repeat original starting box cheap replica tell looking plastic lid shuttle wont last game flipkartvendor cheating customersread
"Im not at all satisfied with these product this is second quality product, slowly flipkart is lossing the assuranceREAD MORE",1,0,im satisfied product second quality product slowly flipkart lossing assuranceread
it's a very nice product..READ MORE,5,1,nice productread
GoodREAD MORE,5,1,goodread
Perfect. Just go for it. Got in time. Thanks Flipkart.READ MORE,5,1,perfect go got time thanks flipkartread
Good productREAD MORE,5,1,good productread
very poor qualityREAD MORE,1,0,poor qualityread
goodREAD MORE,4,1,goodread
Best :)READ MORE,5,1,best read
One of the beat shuttle from yonex for outdorREAD MORE,5,1,one beat shuttle yonex outdorread
A pack of 6 quality well maintained shuttlesREAD MORE,5,1,pack quality well maintained shuttlesread
It is a very well product......no doubt...READ MORE,4,1,well productno doubtread
Quality is not goodREAD MORE,1,0,quality goodread
very durable and long lastingREAD MORE,5,1,durable long lastingread
Good product at a great price .. purchased for 1215 r.s of two boxREAD MORE,5,1,good product great price purchased r two boxread
SuperREAD MORE,4,1,superread
"Product genuine, good. Packaging inadequate. Shuttles bent due to no outer protection, soft cardboard box.READ MORE",3,0,product genuine good packaging inadequate shuttle bent due outer protection soft cardboard boxread
poor qualityREAD MORE,1,0,poor qualityread
bestREAD MORE,5,1,bestread
650 is a Marginal Price...READ MORE,5,1,marginal priceread
goodREAD MORE,5,1,goodread
goodREAD MORE,5,1,goodread
perfectREAD MORE,5,1,perfectread
quality of the shuttle is not very good.READ MORE,4,1,quality shuttle goodread
there is duplicate in some of Flipkart products which I have heard couple of days back but now am facing the issue .. I have used this shuttle very first time from Flipkart and it actually tear off within 20-30 shots I have used 3 shuttles with a span of 40 min. game.  I suggest you kindly purchase from somewhere elseREAD MORE,1,0,duplicate flipkart product heard couple day back facing issue used shuttle first time flipkart actually tear within shot used shuttle span min game suggest kindly purchase somewhere elseread
Low prices and very good articleREAD MORE,4,1,low price good articleread
very bad shuttle because hiii dammage with in a one gameREAD MORE,1,0,bad shuttle hiii dammage one gameread
goodREAD MORE,4,1,goodread
Worth of money product only for rs 675 on sale really I loved this awesomeREAD MORE,5,1,worth money product r sale really loved awesomeread
wonderful productREAD MORE,5,1,wonderful productread
excellent productREAD MORE,4,1,excellent productread
found originalREAD MORE,4,1,found originalread
good one for indore gamesREAD MORE,5,1,good one indore gamesread
good qualityREAD MORE,5,1,good qualityread
Good Packaging and good productREAD MORE,5,1,good packaging good productread
waste prouctREAD MORE,2,0,waste prouctread
good shuttlesREAD MORE,5,1,good shuttlesread
Good shuttle for outdoor advance player..After 2 days it slightly heavierREAD MORE,4,1,good shuttle outdoor advance playerafter day slightly heavierread
Good service thankREAD MORE,5,1,good service thankread
Super I'm very HappyREAD MORE,5,1,super im happyread
nice good quality product.READ MORE,5,1,nice good quality productread
quality is low but okeyREAD MORE,4,1,quality low okeyread
very niceREAD MORE,4,1,niceread
product is very good but worst packing by flipkart product got damage because of packing .READ MORE,1,0,product good worst packing flipkart product got damage packing read
Great shuttle but wised if it’s more durableREAD MORE,4,1,great shuttle wised durableread
quality not good as expectedREAD MORE,1,0,quality good expectedread
GoodREAD MORE,4,1,goodread
awsmREAD MORE,5,1,awsmread
delivery on tym.... satisfy with productsREAD MORE,5,1,delivery tym satisfy productsread
very niceREAD MORE,4,1,niceread
don't to buy this product. totally duplicate.READ MORE,1,0,dont buy product totally duplicateread
awesome as usualREAD MORE,5,1,awesome usualread
original shuttle carkREAD MORE,5,1,original shuttle carkread
serve the purposeREAD MORE,3,0,serve purposeread
goodREAD MORE,4,1,goodread
Received packed was crushed at flat cap  due to which one shuttle was pressed & uselessREAD MORE,1,0,received packed crushed flat cap due one shuttle pressed uselessread
beat shuttleREAD MORE,5,1,beat shuttleread
good product but lost 2 shuttles in 5 days not for professionalsREAD MORE,3,0,good product lost shuttle day professionalsread
"Best suitable for indoor practice , durable and value for money.READ MORE",5,1,best suitable indoor practice durable value moneyread
goodREAD MORE,4,1,goodread
"delivered on time and good product, giving review after completely usedREAD MORE",5,1,delivered time good product giving review completely usedread
this is a bad productREAD MORE,5,1,bad productread
good oneREAD MORE,3,0,good oneread
Nice product tiemly provided....READ MORE,5,1,nice product tiemly providedread
niceREAD MORE,5,1,niceread
good product valuableREAD MORE,5,1,good product valuableread
original....READ MORE,5,1,originalread
good one and with cheaper pricrREAD MORE,5,1,good one cheaper pricrread
defective productREAD MORE,1,0,defective productread
Good quality shuttle...bad packing while delivery..tin was twisted due to the tight packing...hope better delivery next timeREAD MORE,4,1,good quality shuttlebad packing deliverytin twisted due tight packinghope better delivery next timeread
super productREAD MORE,4,1,super productread
Good quality I suggest you.....READ MORE,4,1,good quality suggest youread
GoodREAD MORE,5,1,goodread
flipkart assured always the best😁READ MORE,5,1,flipkart assured always bestread
There is no dpubt that mavis 350 is one of the best shuttlecocks in this price range... I always purchase this for playing match with friends...i am happy with flipkartREAD MORE,5,1,dpubt mavis one best shuttlecock price range always purchase playing match friendsi happy flipkartread
it is better than previous ones. I have purchased it before also via flipkart but that was worst. but I like it. go for it ..READ MORE,4,1,better previous one purchased also via flipkart worst like go read
gud productREAD MORE,4,1,gud productread
felt it's pretty slowREAD MORE,1,0,felt pretty slowread
Product is good but delaye deliveredREAD MORE,3,0,product good delaye deliveredread
"Not Good Quality of product, not as per Yonex stander.after few games only, product gets damaged.READ MORE",1,0,good quality product per yonex standerafter game product get damagedread
best of bestREAD MORE,5,1,best bestread
it's very heavy.. my racquet string is gone due to heavy weight of the shuttlecorkREAD MORE,1,0,heavy racquet string gone due heavy weight shuttlecorkread
nice product must buyREAD MORE,5,1,nice product must buyread
2 days a single shettle is being usedREAD MORE,5,1,day single shettle usedread
niceREAD MORE,5,1,niceread
niceREAD MORE,4,1,niceread
Product is good.. but the packaging wasn't being taken care off properly. The box which I received was a bit squeezed from two sides damaging one shuttle inside the box.READ MORE,3,0,product good packaging wasnt taken care properly box received bit squeezed two side damaging one shuttle inside boxread
very niceREAD MORE,4,1,niceread
Buyed most time...READ MORE,5,1,buyed timeread
worest product don't take anyoneREAD MORE,1,0,worest product dont take anyoneread
These days Mavis 350 shuttlebox containing duplicate shuttles. Got 3 shuttles as lite weight which are not suitable to play. Other 3 shuttles are good. Purchased 2 shuttleboxes and both are same. Not sure if it is the problem with Flipkart seller or manufacturing problemREAD MORE,2,0,day mavis shuttlebox containing duplicate shuttle got shuttle lite weight suitable play shuttle good purchased shuttleboxes sure problem flipkart seller manufacturing problemread
goodREAD MORE,5,1,goodread
quality is not goodREAD MORE,3,0,quality goodread
Quality as expected (good) it's made in Japan not Chinese product and got it at rs 578 only I enquired everywhere it's not less than 750 rupees....I would say go for it.READ MORE,5,1,quality expected good made japan chinese product got r enquired everywhere less rupeesi would say go itread
the shuttle  damaging after few gamesREAD MORE,3,0,shuttle damaging gamesread
goodREAD MORE,5,1,goodread
goodREAD MORE,4,1,goodread
niceREAD MORE,5,1,niceread
very niceREAD MORE,5,1,niceread
okREAD MORE,3,0,okread
go for.it original product 😍READ MORE,5,1,go forit original product read
Supar productREAD MORE,5,1,supar productread
Quality of the shuttle is not at all good after playing for 15-20 min got breakage in the middle of the shuttle and breakage in the cork made us dissatisfied with the product....READ MORE,2,0,quality shuttle good playing min got breakage middle shuttle breakage cork made u dissatisfied productread
Good one. Received original product.  Thanks to FlipkartREAD MORE,5,1,good one received original product thanks flipkartread
Good qualityREAD MORE,5,1,good qualityread
greatREAD MORE,5,1,greatread
goodREAD MORE,5,1,goodread
worest product dont by itREAD MORE,1,0,worest product dont itread
maximum shuttle are shape outREAD MORE,4,1,maximum shuttle shape outread
qualitywise is not goodREAD MORE,1,0,qualitywise goodread
GoodREAD MORE,5,1,goodread
good as alwayREAD MORE,5,1,good alwayread
not goodREAD MORE,1,0,goodread
"awesome, original & fresh productREAD MORE",5,1,awesome original fresh productread
